"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","year"
"28861",2887,"South Carolina","SC","04","H0SC04257","(I)","Trey","Gowdy","Gowdy, Trey","","R","Unopposed","","","","126,452","84.84%","2014"
"28872",2888,"South Carolina","SC","04","H4SC04085","","Curtis E.","McLaughlin","McLaughlin, Curtis E.","","LIB","*","","","","21,969","14.74%","2014"
"28903",2891,"South Carolina","SC","05","H0SC05031","(I)","Mick ","Mulvaney","Mulvaney, Mick ","","R","Unopposed","","","","103,078","58.85%","2014"
"28912",2892,"South Carolina","SC","05","H4SC05058","","Tom ","Adams","Adams, Tom ","","D","Unopposed","","","","66,802","38.14%","2014"
"28923",2893,"South Carolina","SC","05","H4SC05058","","Tom ","Adams","Adams, Tom ","","WF","*","","","","5,183","2.96%","2014"
"28962",2897,"South Carolina","SC","06","H2SC02042","(I)","James E. ""Jim"" ","Clyburn","Clyburn, James E. ""Jim"" ","","D","37,429","85.98%","","","125,747","72.51%","2014"
"28973",2898,"South Carolina","SC","06","H4SC06114","","Karen","Smith","Smith, Karen","","D","6,101","14.02%","","","","","2014"
"28991",2900,"South Carolina","SC","06","H4SC06080","","Anthony","Culler","Culler, Anthony","","R","10,377","66.49%","","","44,311","25.55%","2014"
"29001",2901,"South Carolina","SC","06","H4SC06106","","Leon","Winn","Winn, Leon","","R","5,231","33.51%","","","","","2014"
"29022",2903,"South Carolina","SC","06","H4SC06098","","Kevin R.","Umbaugh","Umbaugh, Kevin R.","","LIB","*","","","","3,176","1.83%","2014"
"29063",2907,"South Carolina","SC","07","H2SC07066","(I)","Tom ","Rice","Rice, Tom ","","R","Unopposed","","","","102,833","59.95%","2014"
"29071",2908,"South Carolina","SC","07","H4SC07013","","Gloria","Bromell-Tinubu","Bromell-Tinubu, Gloria","","D","Unopposed","","","","68,576","39.98%","2014"
"29153",2916,"South Dakota","SD","00","H0SD00054 ","(I)","Kristi","Noem","Noem, Kristi","","R","Unopposed","","","","183,834","66.53%","2014"
"29163",2917,"South Dakota","SD","00","H4SD00049 ","","Corinna","Robinson","Robinson, Corinna","","D","Unopposed","","","","92,485","33.47%","2014"
"29213",2922,"Tennessee","TN","01","H6TN01388","(I)","Phil","Roe","Roe, Phil","","R","73,212","83.71%","","","115,533","82.84%","2014"
"29222",2923,"Tennessee","TN","01","H4TN01128","","Daniel J.","Hartley","Hartley, Daniel J.","","R","7,582","8.67%","","","","","2014"
"29232",2924,"Tennessee","TN","01","H4TN01136","","John Paul","Rader","Rader, John Paul","","R","6,663","7.62%","","","","","2014"
"29253",2926,"Tennessee","TN","01","H4TN01144","","Robert D.","Franklin","Franklin, Robert D.","","IND","","","","","9,906","7.10%","2014"
"29262",2927,"Tennessee","TN","01","H6TN01495","","Robert N.","Smith","Smith, Robert N.","","GRE","","","","","9,869","7.08%","2014"
"29271",2928,"Tennessee","TN","01","H2TN01098","","Michael D.","Salyer","Salyer, Michael D.","","IND","","","","","4,148","2.97%","2014"
"29313",2932,"Tennessee","TN","02","H8TN02069","(I)","John J., Jr.","Duncan","Duncan, John J., Jr.","","R","50,532","60.46%","","","120,883","72.49%","2014"
"29322",2933,"Tennessee","TN","02","H4TN02068","","Jason","Zachary","Zachary, Jason","","R","33,054","39.54%","","","","","2014"
"29342",2935,"Tennessee","TN","02","H8TN02028","","Bob","Scott","Scott, Bob","","D","12,715","100.00%","","","37,612","22.56%","2014"
"29362",2937,"Tennessee","TN","02","H4TN02076","","Casey Adam","Gouge","Gouge, Casey Adam","","IND","","","","","4,223","2.53%","2014"
"29372",2938,"Tennessee","TN","02","H2TN02112","","Norris","Dryer","Dryer, Norris","","GRE","","","","","4,033","2.42%","2014"
"29401",2941,"Tennessee","TN","03","H0TN03254","(I)","Chuck","Fleischmann","Fleischmann, Chuck","","R","46,556","50.80%","","","97,344","62.36%","2014"
"2941",2942,"Tennessee","TN","03","H2TN03128","","Weston","Wamp","Wamp, Weston","","R","45,082","49.19%","","","","","2014"
"29443",2945,"Tennessee","TN","03","H2TN03144","","Mary M.","Headrick","Headrick, Mary M.","","D","23,646","100.00%","","","53,983","34.58%","2014"
"29463",2947,"Tennessee","TN","03","H4TN03181","","Cassandra J.","Mitchell","Mitchell, Cassandra J.","","IND","","","","","4,770","3.06%","2014"
"29491",2950,"Tennessee","TN","04","H0TN04195","(I)","Scott","DesJarlais","DesJarlais, Scott","","R","34,793","44.89%","","","84,815","58.32%","2014"
"29501",2951,"Tennessee","TN","04","H0TN06240","","Jim ","Tracy","Tracy, Jim ","","R","34,755","44.84%","","","","","2014"
"29513",2952,"Tennessee","TN","04","H4TN04189","","John","Anderson","Anderson, John","","R","4,592","5.92%","","","","","2014"
"29521",2953,"Tennessee","TN","04","H4TN04163","","Steve","Lane","Lane, Steve","","R","1,483","1.91%","","","","","2014"
"29533",2954,"Tennessee","TN","04","H4TN04197","","David R.","Tate","Tate, David R.","","R","938","1.21%","","","","","2014"
"29543",2955,"Tennessee","TN","04","H4TN04205","","Michael S.","Warden","Warden, Michael S.","","R","659","0.85%","","","","","2014"
"29552",2956,"Tennessee","TN","04","H4TN04155","","Oluyomi ""Fapas,"" Sr.","Faparusi","Faparusi, Oluyomi ""Fapas,"" Sr.","","R","284","0.37%","","","","","2014"
"29573",2958,"Tennessee","TN","04","H4TN04171","","Lenda ","Sherrell","Sherrell, Lenda ","","D","22,859","100.00%","","","51,357","35.32%","2014"
"29591",2960,"Tennessee","TN","04","H4TN04213","","Robert Rankin","Doggart","Doggart, Robert Rankin","","IND","","","","","9,246","6.36%","2014"
"29622",2963,"Tennessee","TN","05","H2TN05131","(I)","Jim","Cooper","Cooper, Jim","","D","40,831","100.00%","","","96,148","62.32%","2014"
"29642",2965,"Tennessee","TN","05","H0TN05150","","Bob","Ries","Ries, Bob","","R","11,415","37.82%","","","55,078","35.70%","2014"
"29651",2966,"Tennessee","TN","05","H4TN05087","","Chris","Carter","Carter, Chris","","R","9,004","29.83%","","","","","2014"
"2966",2967,"Tennessee","TN","05","H0TN05275","","John ""Big John""","Smith","Smith, John ""Big John""","","R","5,330","17.66%","","","","","2014"
"29673",2968,"Tennessee","TN","05","H4TN05095","","Ronnie","Holden","Holden, Ronnie","","R","4,434","14.69%","","","","","2014"
"29692",2970,"Tennessee","TN","05","H4TN05103","","Paul","Deakin","Deakin, Paul","","IND","","","","","3,050","1.98%","2014"
"29721",2973,"Tennessee","TN","06","H0TN06257","(I)","Diane","Black","Black, Diane","","R","67,907","76.67%","","","115,231","71.09%","2014"
"29732",2974,"Tennessee","TN","06","H4TN06176","","Jerry","Lowery","Lowery, Jerry","","R","20,664","23.33%","","","","","2014"
"29753",2976,"Tennessee","TN","06","H4TN06168","","Amos Scott","Powers","Powers, Amos Scott","","D","22,347","100.00%","","","37,232","22.97%","2014"
"29771",2978,"Tennessee","TN","06","H4TN06184","","Mike ","Winton","Winton, Mike ","","IND","","","","","9,634","5.94%","2014"
"2980",2981,"Tennessee","TN","07","H2TN06030","(I)","Marsha","Blackburn","Blackburn, Marsha","","R","64,984","84.19%","","","110,534","70.00%","2014"
"2981",2982,"Tennessee","TN","07","H4TN07125","","Jacob","Brimm","Brimm, Jacob","","R","12,202","15.81%","","","","","2014"
"29831",2984,"Tennessee","TN","07","H4TN07117","","Daniel","Cramer","Cramer, Daniel","","D","20,266","81.01%","","","42,280","26.78%","2014"
"29843",2985,"Tennessee","TN","07","H2TN07178","","Credo Comlan","Amouzouvik","Amouzouvik, Credo Comlan","","D","4,751","18.99%","","","","","2014"
"29863",2987,"Tennessee","TN","07","H2TN07194","","Leonard D.","Ladner","Ladner, Leonard D.","","IND","","","","","5,093","3.23%","2014"
"29892",2990,"Tennessee","TN","08","H0TN08246","(I)","Stephen Lee","Fincher","Fincher, Stephen Lee","","R","68,472","79.04%","","","122,255","70.83%","2014"
"29902",2991,"Tennessee","TN","08","H4TN08081","","Dana","Matheny","Matheny, Dana","","R/W","11,823","13.65%","","","4","0.00%","2014"
"29913",2992,"Tennessee","TN","08","H4TN08099","","John","Mills","Mills, John","","R","6,339","7.32%","","","","","2014"
"29942",2995,"Tennessee","TN","08","H2TN08119","","Wes","Bradley","Bradley, Wes","","D","9,400","34.73%","","","42,433","24.59%","2014"
"29951",2996,"Tennessee","TN","08","H4TN08057","","Rickey","Hobson","Hobson, Rickey","","D","9,014","33.30%","","","","","2014"
"29961",2997,"Tennessee","TN","08","H4TN08073","","Tom","Reasons","Reasons, Tom","","D","5,547","20.49%","","","","","2014"
"29972",2998,"Tennessee","TN","08","H4TN08065","","Lawrence A.","Pivnick","Pivnick, Lawrence A.","","D","3,105","11.47%","","","","","2014"
"29992",3000,"Tennessee","TN","08","H0TN08329","","Mark","Rawles","Rawles, Mark","","CON","","","","","4,451","2.58%","2014"
"30002",3001,"Tennessee","TN","08","H2TN08077","","James","Hart","Hart, James","","IND","","","","","3,452","2.00%","2014"
"30033",3004,"Tennessee","TN","09","H6TN09068","(I)","Steve ","Cohen","Cohen, Steve ","","D","45,423","66.18%","","","87,376","74.97%","2014"
"30042",3005,"Tennessee","TN","09","H4TN09063","","Ricky E.","Wilkins","Wilkins, Ricky E.","","D","22,336","32.54%","","","","","2014"
"30051",3006,"Tennessee","TN","09","H8TN09023","","Isaac","Richmond","Richmond, Isaac","","D","876","1.28%","","","","","2014"
"30071",3008,"Tennessee","TN","09","H0TN09061","","Charlotte","Bergmann","Bergmann, Charlotte","","R","18,579","100.00%","","","27,173","23.31%","2014"
"30093",3010,"Tennessee","TN","09","H4TN09071","","Floyd Wayne","Alberson","Alberson, Floyd Wayne","","IND","","","","","766","0.66%","2014"
"30102",3011,"Tennessee","TN","09","H4TN09097","","Paul","Cook","Cook, Paul","","IND","","","","","752","0.65%","2014"
"30113",3012,"Tennessee","TN","09","H4TN09089","","Herbert","Bass","Bass, Herbert","","IND","","","","","483","0.41%","2014"
"3017",3018,"Texas","TX","01","H4TX04039","(I)","Louie","Gohmert","Gohmert, Louie","","R","57,830","100.00%","","","115,084","77.47%","2014"
"30192",3020,"Texas","TX","01","H2TX01062","","Shirley J.","McKellar","McKellar, Shirley J.","","D","7,240","100.00%","","","33,476","22.53%","2014"
"30211",3022,"Texas","TX","01","H2TX01070","","Clark","Patterson","Patterson, Clark #","","LIB","#","","","","","","2014"
"30243",3025,"Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","R","34,863","100.00%","","","101,936","67.95%","2014"
"30262",3027,"Texas","TX","02","H4TX02157","","Niko","Letsos","Letsos, Niko","","D","5,906","100.00%","","","44,462","29.64%","2014"
"30281",3029,"Texas","TX","02","H4TX02173","","James B.","Veasaw","Veasaw, James B.","","LIB","*","","","","2,316","1.54%","2014"
"30291",3030,"Texas","TX","02","H4TX02165","","Craig","Cleveland","Cleveland, Craig","","LIB","","","","","","","2014"
"30302",3031,"Texas","TX","02","H2TX02102","","Mark","Roberts","Roberts, Mark","","GRE","*","","","","1,312","0.87%","2014"
"30331",3034,"Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","R","31,178","80.56%","","","113,404","82.01%","2014"
"30343",3035,"Texas","TX","03","H8TX03065","","Harry","Pierce","Pierce, Harry","","R","3,004","7.76%","","","","","2014"
"30352",3036,"Texas","TX","03","H4TX03080","","Cami","Dean","Dean, Cami","","R","2,435","6.29%","","","","","2014"
"3036",3037,"Texas","TX","03","H4TX03064","","Josh","Loveless","Loveless, Josh","","R","2,086","5.39%","","","","","2014"
"30381",3039,"Texas","TX","03","H4TX03098","","Paul","Blair","Blair, Paul","","GRE","*","","","","24,876","17.99%","2014"
"30391",3040,"Texas","TX","03","H4TX03072","","Cecil Anthony","Ince","Ince, Cecil Anthony #","","LIB","#","","","","","","2014"
"30422",3043,"Texas","TX","04","H4TX04153","","John","Ratcliffe","Ratcliffe, John","","R","18,917","28.78%","22,271","52.81%","115,085","100.00%","2014"
"30431",3044,"Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","R","29,848","45.42%","19,899","47.19%","","","2014"
"30442",3045,"Texas","TX","04","H0TX04136","","Lou","Gigliotti","Gigliotti, Lou","","R","10,601","16.13%","","","","","2014"
"30452",3046,"Texas","TX","04","H2TX33016","","John","Stacy","Stacy, John","","R","2,812","4.28%","","","","","2014"
"30463",3047,"Texas","TX","04","H4TX04138","","Brent","Lawson","Lawson, Brent","","R","2,290","3.48%","","","","","2014"
"30472",3048,"Texas","TX","04","H4TX04120","","Tony","Arterburn","Arterburn, Tony","","R","1,252","1.91%","","","","","2014"
"30492",3050,"Texas","TX","04","H4TX04146","","J. P.","Raley","Raley, J. P. #","","LIB","#","","","","","","2014"
"3052",3053,"Texas","TX","05","H2TX05121","(I)","Jeb","Hensarling","Hensarling, Jeb","","R","41,634","100.00%","","","88,998","85.36%","2014"
"30542",3055,"Texas","TX","05","H8TX05052","","Ken","Ashby","Ashby, Ken","","LIB","*","","","","15,264","14.64%","2014"
"30572",3058,"Texas","TX","06","H4TX06117","(I)","Joe","Barton","Barton, Joe","","R","32,618","72.66%","","","92,334","61.15%","2014"
"30581",3059,"Texas","TX","06","H2TX06111","","Frank C.","Kuchar","Kuchar, Frank C.","","R","12,272","27.34%","","","","","2014"
"30603",3061,"Texas","TX","06","H0TX06065","","David E.","Cozad","Cozad, David E.","","D","11,727","100.00%","","","55,027","36.44%","2014"
"3062",3063,"Texas","TX","06","H2TX06160","","Hugh","Chauvin","Chauvin, Hugh","","LIB","*","","","","3,635","2.41%","2014"
"30642",3065,"Texas","TX","07","H0TX07055","(I)","John","Culberson","Culberson, John","","R","31,065","100.00%","","","90,606","63.26%","2014"
"30662",3067,"Texas","TX","07","H2TX07036","","James","Cargas","Cargas, James","","D","4,098","62.19%","","","49,478","34.55%","2014"
"30672",3068,"Texas","TX","07","H0TX07147","","Lissa","Squiers","Squiers, Lissa","","D","2,491","37.81%","","","","","2014"
"30691",3070,"Texas","TX","07","H4TX07073","","Gerald","Fowler","Fowler, Gerald","","LIB","*","","","","3,135","2.19%","2014"
"30722",3073,"Texas","TX","08","H6TX08100","(I)","Kevin","Brady","Brady, Kevin","","R","42,368","68.27%","","","125,066","89.32%","2014"
"30731",3074,"Texas","TX","08","H4TX08089","","Craig","McMichael","McMichael, Craig","","R","19,687","31.73%","","","","","2014"
"30753",3076,"Texas","TX","08","H4TX08105","","Ken","Petty","Petty, Ken","","LIB","*","","","","14,947","10.68%","2014"
"30762",3077,"Texas","TX","08","H4TX08097","","Russ","Jones","Jones, Russ","","LIB","","","","","","","2014"
"30791",3080,"Texas","TX","09","H4TX09095","(I)","Al","Green","Green, Al","","D","13,442","100.00%","","","78,109","90.82%","2014"
"30812",3082,"Texas","TX","09","H4TX09129","","Johnny","Johnson","Johnson, Johnny","","LIB","*","","","","7,894","9.18%","2014"
"30842",3085,"Texas","TX","10","H4TX10093","(I)","Michael","McCaul","McCaul, Michael","","R","38,406","100.00%","","","109,726","62.18%","2014"
"30862",3087,"Texas","TX","10","H2TX10113","","Tawana","Walter-Cadien","Walter-Cadien, Tawana","","D","13,915","100.00%","","","60,243","34.14%","2014"
"30882",3089,"Texas","TX","10","H4TX10184","","Bill","Kelsey","Kelsey, Bill","","LIB","*","","","","6,491","3.68%","2014"
"30913",3092,"Texas","TX","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","R","53,272","73.70%","","","107,939","90.27%","2014"
"30921",3093,"Texas","TX","11","H2TX11079","","Wade","Brown","Brown, Wade","","R","19,010","26.30%","","","","","2014"
"30942",3095,"Texas","TX","11","H4TX11034","","Ryan T.","Lange","Lange, Ryan T.","","LIB","*","","","","11,635","9.73%","2014"
"30971",3098,"Texas","TX","12","H6TX12060","(I)","Kay","Granger","Granger, Kay","","R","39,907","100.00%","","","113,186","71.31%","2014"
"30992",3100,"Texas","TX","12","H0TX12147","","Mark","Greene","Greene, Mark","","D","9,700","100.00%","","","41,757","26.31%","2014"
"31013",3102,"Texas","TX","12","H4TX12032","","Ed","Colliver","Colliver, Ed","","LIB","*","","","","3,787","2.39%","2014"
"31021",3103,"Texas","TX","12","H0TX12212","","Matt","Solodow","Solodow, Matt","","LIB","","","","","","","2014"
"31052",3106,"Texas","TX","13","H4TX13014","(I)","Mac","Thornberry","Thornberry, Mac","","R","45,168","68.21%","","","110,842","84.32%","2014"
"31062",3107,"Texas","TX","13","H4TX13055","","Elaine","Hays","Hays, Elaine","","R","12,330","18.62%","","","","","2014"
"31071",3108,"Texas","TX","13","H2TX13075","","Pam","Barlow","Barlow, Pam","","R","8,723","13.17%","","","","","2014"
"31092",3110,"Texas","TX","13","H4TX13063","","Mike","Minter","Minter, Mike","","D","4,842","100.00%","","","16,822","12.80%","2014"
"31111",3112,"Texas","TX","13","H4TX13071","","Emily","Pivoda","Pivoda, Emily","","LIB","*","","","","2,863","2.18%","2014"
"31121",3113,"Texas","TX","13","H2TX22126","","Don","Cook","Cook, Don","","GRE","*","","","","924","0.70%","2014"
"31152",3116,"Texas","TX","14","H2TX14149","(I)","Randy","Weber","Weber, Randy","","R","34,131","100.00%","","","90,116","61.85%","2014"
"31172",3118,"Texas","TX","14","H4TX14079","","Donald G.","Brown","Brown, Donald G.","","D","9,780","68.24%","","","52,545","36.06%","2014"
"31182",3119,"Texas","TX","14","H4TX14087","","Buck","Willis","Willis, Buck","","D","3,699","25.81%","","","","","2014"
"31193",3120,"Texas","TX","14","H4TX14095","","Gagan","Panjhazari","Panjhazari, Gagan","","D","853","5.95%","","","","","2014"
"3121",3122,"Texas","TX","14","H8TX22180","","John","Wieder","Wieder, John","","LIB","*","","","","3,037","2.08%","2014"
"31243",3125,"Texas","TX","15","H6TX15055","(I)","Rubén","Hinojosa","Hinojosa, Rubén","","D","29,916","100.00%","","","48,708","54.01%","2014"
"31262",3127,"Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","R","7,810","54.93%","","","39,016","43.26%","2014"
"31272",3128,"Texas","TX","15","H4TX15118","","Doug","Carlile","Carlile, Doug","","R","6,407","45.07%","","","","","2014"
"31292",3130,"Texas","TX","15","H2TX15088","","Johnny","Partain","Partain, Johnny","","LIB","*","","","","2,460","2.73%","2014"
"31301",3131,"Texas","TX","15","H4TX15126","","Lewis","Alexander","Alexander, Lewis","","LIB","","","","","","","2014"
"31313",3132,"Texas","TX","15","H8TX28203","","Ross Lynn","Leone","Leone, Ross Lynn","","LIB","","","","","","","2014"
"31342",3135,"Texas","TX","16","H2TX16185","(I)","Beto","O'Rourke","O'Rourke, Beto","","D","24,728","100.00%","","","49,338","67.49%","2014"
"31361",3137,"Texas","TX","16","H2TX16201","","Corey","Roen","Roen, Corey","","R","6,239","100.00%","","","21,324","29.17%","2014"
"3138",3139,"Texas","TX","16","H4TX16082","","Jaime O.","Perez","Perez, Jaime O.","","LIB","*","","","","2,443","3.34%","2014"
"31413",3142,"Texas","TX","17","H0TX17104","(I)","Bill","Flores","Flores, Bill","","R","32,770","100.00%","","","85,807","64.58%","2014"
"31432",3144,"Texas","TX","17","H4TX17098","","Nick","Haynes","Haynes, Nick","","D","10,141","100.00%","","","43,049","32.40%","2014"
"31452",3146,"Texas","TX","17","H4TX17106","","Shawn Michael","Hamilton","Hamilton, Shawn Michael","","LIB","*","","","","4,009","3.02%","2014"
"31462",3147,"Texas","TX","17","H0TX31022","","Bill","Oliver","Oliver, Bill","","LIB","","","","","","","2014"
"31493",3150,"Texas","TX","18","H4TX18054","(I)","Sheila","Jackson Lee","Jackson Lee, Sheila","","D","14,373","100.00%","","","76,097","71.78%","2014"
"31511",3152,"Texas","TX","18","H2TX18140","","Sean","Seibert","Seibert, Sean","","R","6,527","100.00%","","","26,249","24.76%","2014"
