"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","X.1","year"
"5250",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5251",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5252",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5253",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5254",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5255",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5256",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5257",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5258",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5259",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5260",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5261",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5262",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5263",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5264",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5265",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5266",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5267",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5268",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5269",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5270",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5271",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5272",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5273",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5274",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5275",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5276",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5277",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5278",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5279",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5280",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5281",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5282",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5283",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5284",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5285",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5286",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5287",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5288",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5289",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5290",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5291",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5292",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5293",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5294",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5295",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5296",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5297",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5298",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5299",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5300",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5301",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5302",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5303",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5304",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5305",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5306",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5307",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5308",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5309",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5310",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5311",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5312",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5313",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5314",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5315",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5316",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5317",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5318",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5319",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5320",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5321",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5322",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5323",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5324",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5325",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5326",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5327",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5328",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5329",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5330",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5331",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5332",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5333",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5334",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5335",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5336",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5337",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5338",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5339",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5340",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5341",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5342",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5343",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5344",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5345",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5346",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5347",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5348",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5349",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5350",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5351",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5352",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5353",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5354",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5355",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5356",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5357",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5358",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5359",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5360",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5361",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5362",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5363",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5364",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5365",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5366",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5367",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5368",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5369",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5370",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5371",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5372",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5373",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5374",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5375",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5376",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5377",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5378",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5379",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5380",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5381",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5382",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5383",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5384",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5385",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5386",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5387",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5388",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5389",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5390",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5391",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5392",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5393",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5394",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5395",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5396",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5397",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5398",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5399",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5400",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5401",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5402",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5403",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5404",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5405",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5406",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5407",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5408",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5409",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5410",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5411",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5412",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5413",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5414",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5415",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5416",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5417",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5418",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5419",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5420",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5421",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5422",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
