"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF","GE.RUNOFF..","COMBINED.GE.PARTY.TOTALS..CT..NY.","COMBINED....CT..NY.","FOOTNOTES","year"
"1065",1066,"Illinois","IL","14","H8IL14125","","Michael J.","Dilger","Dilger, Michael J.","","R","1,847","2.34%","","","","","","","","","","2008"
"1068",1069,"Illinois","IL","15","H0IL15053","(I)","Timothy V.","Johnson","Johnson, Timothy V.","","R","64,635","100.00%","","","187,121","64.19%","","","","","","2008"
"1070",1071,"Illinois","IL","15","H8IL15049","","Steve","Cox","Cox, Steve","","D","54,898","100.00%","","","104,393","35.81%","","","","","","2008"
"1073",1074,"Illinois","IL","16","H0IL16085","(I)","Donald A.","Manzullo","Manzullo, Donald A.","","R","65,804","100.00%","","","190,039","60.87%","","","","","","2008"
"1075",1076,"Illinois","IL","16","H8IL16062","","Robert G.","Abboud","Abboud, Robert G.","","D","56,951","100.00%","","","112,648","36.08%","","","","","","2008"
"1077",1078,"Illinois","IL","16","H8IL16070","","Scott","Summers","Summers, Scott","","GRE","?","?","","","9,533","3.05%","","","","","","2008"
"1079",1080,"Illinois","IL","17","H6IL17155","(I)","Phil","Hare","Hare, Phil","","D","75,567","100.00%","","","220,961","99.77%","","","","","","2008"
"1083",1084,"Illinois","IL","18","H8IL18043","","Aaron","Schock","Schock, Aaron","","R","55,610","71.17%","","","182,589","58.88%","","","","","","2008"
"1084",1085,"Illinois","IL","18","H8IL18050","","Jim","McConoughey","McConoughey, Jim","","R","13,363","17.10%","","","","","","","","","","2008"
"1085",1086,"Illinois","IL","18","H8IL18035","","John D.","Morris","Morris, John D.","","R","9,160","11.72%","","","","","","","","","","2008"
"1087",1088,"Illinois","IL","18","H8IL18076","","Colleen","Callahan","Callahan, Colleen","","D","","","","","117,642","37.94%","","","","","","2008"
"1088",1089,"Illinois","IL","18","H8IL18084","","Sheldon","Schafer","Schafer, Sheldon","","GRE","n/a","","","","9,857","3.18%","","","","","","2008"
"1090",1091,"Illinois","IL","19","H2IL20042","(I)","John M.","Shimkus","Shimkus, John M.","","R","60,014","100.00%","","","203,434","64.46%","","","","","","2008"
"1092",1093,"Illinois","IL","19","H8IL19090","","Daniel","Davis","Davis, Daniel","","D","40,773","59.55%","","","105,338","33.38%","","","","","","2008"
"1093",1094,"Illinois","IL","19","H8IL19108","","Joe","McMenamin","McMenamin, Joe","","D","27,700","40.45%","","","","","","","","","","2008"
"1095",1096,"Illinois","IL","19   ","H8IL19124   ","","Troy","Dennis","Dennis, Troy #","","GRE   ","#","","","","6,817","2.16%","","","","","# Vic Roberts died after the primary election, creating a vacancy on the general election ballot.  Troy Dennis was selected by the party as the replacement nominee.","2008"
"1096",1097,"Illinois","IL","19","H6IL19086","","Vic","Roberts","Roberts, Vic #","","GRE","141","100.00%","","","","","","","","","# Vic Roberts died after the primary election, creating a vacancy on the general election ballot.  Troy Dennis was selected by the party as the replacement nominee.","2008"
"1100",1101,"Illinois","IL","S","S6IL00151","(I)","Richard J.","Durbin","Durbin, Richard J.","","D","1,653,833","100.00%","","","3,615,844","67.84%","","","","","","2008"
"1102",1103,"Illinois","IL","S","S8IL00165","","Steve","Sauerberg","Sauerberg, Steve","","R","395,199","55.62%","","","1,520,621","28.53%","","","","","","2008"
"1103",1104,"Illinois","IL","S","S4IL00362","","Andy","Martin","Martin, Andy","","R","240,548","33.85%","","","","","","","","","","2008"
"1104",1105,"Illinois","IL","S","S8IL00157","","Mike","Psak","Psak, Mike","","R","74,829","10.53%","","","","","","","","","","2008"
"1106",1107,"Illinois","IL","S","S8IL00199","","Kathy","Cummings","Cummings, Kathy","","GRE","n/a","","","","119,135","2.24%","","","","","","2008"
"1107",1108,"Illinois","IL","S","S8IL00181","","Larry A.","Stafford","Stafford, Larry A.","","LBT","n/a","","","","50,224","0.94%","","","","","","2008"
"1108",1109,"Illinois","IL","S","S2IL00044","","Chad N.","Koppie","Koppie, Chad N.","","CPI","n/a","n/a","","","24,059","0.45%","","","","","","2008"
"1111",1112,"Indiana","IN","01","H4IN01012","(I)","Peter J.","Visclosky","Visclosky, Peter J.","","D","134,505","100.00%","","","199,954","70.90%","","","","","","2008"
"1113",1114,"Indiana","IN","01","H8IN01096","","Mark","Leyva","Leyva, Mark","","R","7,278","36.17%","","","76,647","27.18%","","","","","","2008"
"1114",1115,"Indiana","IN","01","H8IN01112","","Mark E.","Coleman","Coleman, Mark E.","","R","3,940","19.58%","","","","","","","","","","2008"
"1115",1116,"Indiana","IN","01","H6IN01173","","Richard (Ric)","Holtz","Holtz, Richard (Ric)","","R","3,791","18.84%","","","","","","","","","","2008"
"1116",1117,"Indiana","IN","01","H8IN01104","","Chuck","Barman","Barman, Chuck","","R","2,945","14.63%","","","","","","","","","","2008"
"1117",1118,"Indiana","IN","01","H6IN01157","","Jayson","Reeves","Reeves, Jayson","","R","2,170","10.78%","","","","","","","","","","2008"
"1119",1120,"Indiana","IN","01","H8IN01120","","Jeff","Duensing","Duensing, Jeff","","LBT","n/a","","","","5,421","1.92%","","","","","*  The Libertarian Party nominated by convention on April 26, 2008.  Convention nominees are noted with an asterisk.","2008"
"1121",1122,"Indiana","IN","02","H4IN02101","(I)","Joe","Donnelly","Donnelly, Joe","","D","119,217","100.00%","","","187,416","67.09%","","","","","","2008"
"1123",1124,"Indiana","IN","02","H8IN02102","","Luke","Puckett","Puckett, Luke","","R","14,327","50.28%","","","84,455","30.23%","","","","","","2008"
"1124",1125,"Indiana","IN","02","H8IN02128","","Joseph","Roush","Roush, Joseph","","R","9,073","31.84%","","","","","","","","","","2008"
"1125",1126,"Indiana","IN","02","H4IN02119","","Tony","Zirkle","Zirkle, Tony","","R","5,092","17.87%","","","","","","","","","","2008"
"1127",1128,"Indiana","IN","02","H8IN02136","","Mark","Vogel","Vogel, Mark","","LBT","n/a","","","","7,475","2.68%","","","","","*  The Libertarian Party nominated by convention on April 26, 2008.  Convention nominees are noted with an asterisk.","2008"
"1129",1130,"Indiana","IN","03","H4IN04099","(I)","Mark Edward","Souder","Souder, Mark Edward","","R","40,161","77.07%","","","155,693","55.04%","","","","","","2008"
"1130",1131,"Indiana","IN","03","H8IN03068","","Scott","Wise","Wise, Scott","","R","11,946","22.93%","","","","","","","","","","2008"
"1132",1133,"Indiana","IN","03","H8IN03050","","Michael A. (Mike)","Montagano","Montagano, Michael A. (Mike)","","D","76,428","100.00%","","","112,309","39.70%","","","","","","2008"
"1134",1135,"Indiana","IN","03","H2IN03145","","William R.","Larsen","Larsen, William R.","","LBT","n/a","","","","14,877","5.26%","","","","","*  The Libertarian Party nominated by convention on April 26, 2008.  Convention nominees are noted with an asterisk.","2008"
"1136",1137,"Indiana","IN","04","H2IN05025","(I)","Steve","Buyer","Buyer, Steve","","R","45,538","71.57%","","","192,526","59.87%","","","","","","2008"
"1137",1138,"Indiana","IN","04","H4IN04156","","Mike","Campbell","Campbell, Mike","","R","9,541","15.00%","","","","","","","","","","2008"
"1138",1139,"Indiana","IN","04","H8IN04116","","Firefighter LaRon","Keith","Keith, Firefighter LaRon","","R","8,545","13.43%","","","","","","","","","","2008"
"1140",1141,"Indiana","IN","04","H8IN04108","","Nels","Ackerson","Ackerson, Nels","","D","83,638","100.00%","","","129,038","40.13%","","","","","","2008"
"1143",1144,"Indiana","IN","05","H2IN06023","(I)","Dan","Burton","Burton, Dan","","R","45,682","51.84%","","","234,705","65.55%","","","","","","2008"
"1144",1145,"Indiana","IN","05","H8IN05097","","John","McGoff","McGoff, John","","R","39,701","45.05%","","","","","","","","","","2008"
"1145",1146,"Indiana","IN","05","H4IN05070","","Clayton L.","Alfred","Alfred, Clayton L.","","R","2,742","3.11%","","","","","","","","","","2008"
"1147",1148,"Indiana","IN","05","H8IN05121","","Mary Etta","Ruley","Ruley, Mary Etta","","D","46,606","46.66%","","","123,357","34.45%","","","","","","2008"
"1148",1149,"Indiana","IN","05","H8IN05105","","Kenny","Stall","Stall, Kenny","","D","29,513","29.55%","","","","","","","","","","2008"
"1149",1150,"Indiana","IN","05","H8IN05113","","Chester","Kelsey","Kelsey, Chester","","D","23,768","23.79%","","","","","","","","","","2008"
"1152",1153,"Indiana","IN","06","H8IN02060","(I)","Mike","Pence","Pence, Mike","","R","46,488","100.00%","","","180,608","63.95%","","","","","","2008"
"1154",1155,"Indiana","IN","06","H6IN06149","","Barry A.","Welsh","Welsh, Barry A.","","D","94,002","100.00%","","","94,265","33.38%","","","","","","2008"
"1156",1157,"Indiana","IN","06","H6IN06024","","George T.","Holland","Holland, George T.","","LBT","n/a","","","","7,539","2.67%","","","","","*  The Libertarian Party nominated by convention on April 26, 2008.  Convention nominees are noted with an asterisk.","2008"
"1158",1159,"Indiana","IN","07","H8IN07184","(I)","Andre D.","Carson","Carson, Andre D.","","D","66,659","46.52%","","","172,650","65.08%","","","","","","2008"
"1159",1160,"Indiana","IN","07","H8IN07200","","Woodrow A. (Woody), Jr.","Myers","Myers, Woodrow A. (Woody), Jr.","","D","33,683","23.50%","","","","","","","","","","2008"
"1160",1161,"Indiana","IN","07","H8IN07176","","David","Orentlicher","Orentlicher, David","","D","29,231","20.40%","","","","","","","","","","2008"
"1161",1162,"Indiana","IN","07","H8IN07226","","Carolene","Mays","Mays, Carolene","","D","11,011","7.68%","","","","","","","","","","2008"
"1162",1163,"Indiana","IN","07","H6IN07345","","Joseph C. ""Hippie Joe,"" III","Stockett","Stockett, Joseph C. ""Hippie Joe,"" III","","D","1,125","0.79%","","","","","","","","","","2008"
"1163",1164,"Indiana","IN","07","H8IN07242","","Frances Nelson","Williams","Williams, Frances Nelson","","D","708","0.49%","","","","","","","","","","2008"
"1164",1165,"Indiana","IN","07","H8IN07234","","Larry Lamont","Ledford","Ledford, Larry Lamont","","D","648","0.45%","","","","","","","","","","2008"
"1165",1166,"Indiana","IN","07","H6IN07337","","Pierre Quincy","Pullins","Pullins, Pierre Quincy","","D","240","0.17%","","","","","","","","","","2008"
"1167",1168,"Indiana","IN","07","H8IN07275","","Gabrielle","Campo","Campo, Gabrielle #","","R","#","","","","92,645","34.92%","","","","","  # Jon Elrod withdrew after the primary election and Gabrielle Campo was selected by the party to fill the vacancy on the general election ballot.","2008"
"1168",1169,"Indiana","IN","07","H8IN07168","","Jon","Elrod","Elrod, Jon #","","R","19,135","84.56%","","","","","","","","","  # Jon Elrod withdrew after the primary election and Gabrielle Campo was selected by the party to fill the vacancy on the general election ballot.","2008"
"1169",1170,"Indiana","IN","07","H8IN07259","","Catherine (Cat)","Ping","Ping, Catherine (Cat)","","R","2,574","11.37%","","","","","","","","","","2008"
"1170",1171,"Indiana","IN","07","H8IN07267","","Lawrence B. (Larry)","Shouse","Shouse, Lawrence B. (Larry)","","R","921","4.07%","","","","","","","","","","2008"
"1172",1173,"Indiana","IN","07","H8IN07283","","Delbert","Suits","Suits, Delbert","","W","n/a","","","","4","0.00%","","","","","","2008"
"1174",1175,"Indiana","IN","08","H6IN08210","(I)","Brad","Ellsworth","Ellsworth, Brad","","D","134,796","100.00%","","","188,693","64.74%","","","","","","2008"
"1176",1177,"Indiana","IN","08","H8IN08117","","Greg","Goode","Goode, Greg","","R","27,147","100.00%","","","102,769","35.26%","","","","","","2008"
"1179",1180,"Indiana","IN","09","H8IN09032","(I)","Baron P.","Hill","Hill, Baron P.","","D","99,332","67.63%","","","181,281","57.77%","","","","","","2008"
"1180",1181,"Indiana","IN","09","H6IN09085","","Gretchen","Clearwater","Clearwater, Gretchen","","D","23,157","15.77%","","","","","","","","","","2008"
"1181",1182,"Indiana","IN","09","H8IN09065","","John R.","Bottorff","Bottorff, John R.","","D","18,963","12.91%","","","","","","","","","","2008"
"1182",1183,"Indiana","IN","09","H0IN09039","","Lendall B.","Terry","Terry, Lendall B.","","D","5,429","3.70%","","","","","","","","","","2008"
"1184",1185,"Indiana","IN","09","H2IN09084","","Mike","Sodrel","Sodrel, Mike","","R","32,101","100.00%","","","120,529","38.41%","","","","","","2008"
"1186",1187,"Indiana","IN","09","H6IN09119","","D. Eric","Schansberg","Schansberg, D. Eric","","LBT","n/a","","","","11,994","3.82%","","","","","*  The Libertarian Party nominated by convention on April 26, 2008.  Convention nominees are noted with an asterisk.","2008"
"1189",1190,"Iowa","IA","01","H6IA01098","(I)","Bruce","Braley","Braley, Bruce","","D","10,596","99.42%","","","186,991","64.56%","","","","","","2008"
"1192",1193,"Iowa","IA","01","H8IA01086","","David","Hartusch","Hartusch, David","","R","8,865","99.34%","","","102,439","35.37%","","","","","","2008"
"1197",1198,"Iowa","IA","02","H6IA02146","(I)","Dave","Loebsack","Loebsack, Dave","","D","21,084","98.92%","","","175,218","57.19%","","","","","","2008"
"1200",1201,"Iowa","IA","02","H8IA02043","","Mariannette","Miller-Meeks","Miller-Meeks, Mariannette","","R","7,372","43.60%","","","118,778","38.77%","","","","","","2008"
"1201",1202,"Iowa","IA","02","H8IA02050","","Peter","Teahen","Teahen, Peter","","R","7,258","42.92%","","","","","","","","","","2008"
"1202",1203,"Iowa","IA","02","H8IA02035","","Lee","Harder","Harder, Lee","","R","2,258","13.35%","","","","","","","","","","2008"
"1205",1206,"Iowa","IA","02","H8IA02076","","Wendy","Barth","Barth, Wendy","","GRE","n/a","n/a","","","6,664","2.18%","","","","","","2008"
"1206",1207,"Iowa","IA","02","H8IA02068","","Brian","White","White, Brian","","NP","n/a","n/a","","","5,437","1.77%","","","","","","2008"
"1209",1210,"Iowa","IA","03","H6IA03144","(I)","Leonard L.","Boswell","Boswell, Leonard L.","","D","20,401","60.95%","","","176,904","56.31%","","","","","","2008"
"1210",1211,"Iowa","IA","03","H8IA03074","","Ed","Fallon","Fallon, Ed","","D","13,035","38.94%","","","","","","","","","","2008"
"1213",1214,"Iowa","IA","03","H8IA03082","","Kim","Schmett","Schmett, Kim","","R","10,666","98.61%","","","132,136","42.06%","","","","","","2008"
"1216",1217,"Iowa","IA","03","H8IA03090","","Frank V.","Forrestal","Forrestal, Frank V.","","SWP","","","","","4,599","1.46%","","","","","","2008"
"1219",1220,"Iowa","IA","04","H4IA05102","(I)","Tom","Latham","Latham, Tom","","R","13,144","99.64%","","","185,458","60.53%","","","","","","2008"
"1222",1223,"Iowa","IA","04","H8IA04056","","Becky","Greenwald","Greenwald, Becky","","D","9,247","50.54%","","","120,746","39.41%","","","","","","2008"
"1223",1224,"Iowa","IA","04","H8IA04049","","Kurt","Meyer","Meyer, Kurt","","D","5,041","27.55%","","","","","","","","","","2008"
"1224",1225,"Iowa","IA","04","H8IA04064","","William J.","Meyers","Meyers, William J.","","D","2,086","11.40%","","","","","","","","","","2008"
"1225",1226,"Iowa","IA","04","H8IA04072","","Kevin","Miskell","Miskell, Kevin","","D","1,885","10.30%","","","","","","","","","","2008"
"1230",1231,"Iowa","IA","05","H2IA05072","(I)","Steve","King","King, Steve","","R","22,663","99.30%","","","159,430","59.80%","","","","","","2008"
"1233",1234,"Iowa","IA","05","H8IA05053","","Rob","Hubler","Hubler, Rob","","D","8,052","99.47%","","","99,601","37.36%","","","","","","2008"
"1236",1237,"Iowa","IA","05","H8IA05061","","Victor","Vara","Vara, Victor","","I","n/a","","","","7,406","2.78%","","","","","","2008"
"1240",1241,"Iowa","IA","S","S4IA00020","(I)","Tom","Harkin","Harkin, Tom","","D","90,785","98.83%","","","941,665","62.66%","","","","","","2008"
"1243",1244,"Iowa","IA","S","S8IA00104","","Christopher","Reed","Reed, Christopher","","R","24,964","35.32%","","","560,006","37.26%","","","","","","2008"
"1244",1245,"Iowa","IA","S","S8IA00096","","George S.","Eichhorn","Eichhorn, George S.","","R","24,390","34.51%","","","","","","","","","","2008"
"1245",1246,"Iowa","IA","S","S8IA00088","","Steve","Rathje","Rathje, Steve","","R","21,062","29.80%","","","","","","","","","","2008"
"1250",1251,"Kansas","KS","01","H6KS01096","(I)","Jerry ","Moran","Moran, Jerry ","","R ","67,978","100.00%","","","214,549","81.88%","","","","","","2008"
"1252",1253,"Kansas","KS","01","H8KS01027","","James ","Bordonaro","Bordonaro, James ","","D ","13,580","100.00%","","","34,771","13.27%","","","","","","2008"
"1254",1255,"Kansas","KS","01","H8KS01035","","Kathleen M.","Burton","Burton, Kathleen M.","","REF","n/a","G","","","7,145","2.73%","","","","","* The Libertarian Party nominated by convention on April 26, 2008, and the Reform Party nominated by convention on May 31, 2008.  Convention nominees are noted with an asterisk.","2008"
"1255",1256,"Kansas","KS","01","H0KS01081","","Jack ","Warner","Warner, Jack ","","LBT","n/a","G","","","5,562","2.12%","","","","","* The Libertarian Party nominated by convention on April 26, 2008, and the Reform Party nominated by convention on May 31, 2008.  Convention nominees are noted with an asterisk.","2008"
"1257",1258,"Kansas","KS","02","H8KS02090","","Lynn ","Jenkins","Jenkins, Lynn ","","R ","34,278","50.98%","","","155,532","50.61%","","","","","","2008"
"1258",1259,"Kansas","KS","02","H6KS02227","","Jim ","Ryun","Ryun, Jim ","","R ","32,966","49.02%","","","","","","","","","","2008"
"1260",1261,"Kansas","KS","02","H4KS02107","(I)","Nancy E.","Boyda","Boyda, Nancy E.","","D ","32,395","100.00%","","","142,013","46.21%","","","","","","2008"
"1262",1263,"Kansas","KS","02","H8KS02116","","Leslie S.","Martin","Martin, Leslie S.","","REF","n/a","G","","","5,080","1.65%","","","","","* The Libertarian Party nominated by convention on April 26, 2008, and the Reform Party nominated by convention on May 31, 2008.  Convention nominees are noted with an asterisk.","2008"
